model,kind,seed,action_index,action_0,action_1,action_2,action_3,action_4,action_5,action_6
0,chunks,9000,30,0.10898594984912527,0.5005384009263336,0.1561199350371957,-0.016513774807528595,-0.02848557887902889,-0.00031373812418455244,0.07815419078269738
0,chunks,9000,31,0.1226146800235872,0.5498280740017495,0.1604147687619536,-0.021559774658827805,-0.032800612355619006,-0.0008484393108511984,0.06852419663076625
0,chunks,9000,32,0.1344009593329724,0.5979929559799122,0.15923625401583946,-0.026267129300886594,-0.03745137693247014,-0.0015819233212168507,0.06355418514048015
0,chunks,9000,33,0.14805607059561768,0.6432500386264998,0.15895724336164377,-0.030901999694414803,-0.042129604666575116,-0.0021489769293186883,0.059892850198397754
0,chunks,9000,34,0.16378955476828133,0.685649936695901,0.15180721637069244,-0.03532934146932171,-0.047312832581685,-0.0026852932236959837,0.05326730303830367
0,chunks,9000,35,0.1822039064292454,0.7203966698381963,0.14153141335569544,-0.039701013141550646,-0.05284731652217298,-0.0034849747948837925,0.05034235288529959
0,chunks,9000,36,0.20677901862646636,0.7414082429812149,0.12494158616327569,-0.042784076298205416,-0.058206048637485,-0.004023804450380482,0.04459750513160904
0,chunks,9000,37,0.23199803883506215,0.7602770966888541,0.10740321731704464,-0.04557074365392179,-0.06326053865018472,-0.004406674584589921,0.04452646791188809
0,chunks,9000,38,0.25607126030945193,0.7763901079930917,0.08966698761061812,-0.047831332289001514,-0.06738498795258045,-0.004955138062533837,0.04431754184824406
0,chunks,9000,39,0.28151906107060287,0.7913092645507932,0.07047242587353866,-0.05009533624863372,-0.07159116897290102,-0.005476378561257548,0.04289774068661795
0,chunks,9000,40,0.30470921128037454,0.801223954163146,0.052215460650959764,-0.0515220482401878,-0.07486949921627994,-0.00607941038740074,0.04936628380071881
0,chunks,9000,41,0.3176552472850648,0.8013103118910014,0.04463549968713407,-0.05106741948406813,-0.07467693210772483,-0.006317742587462042,0.04257975333128615
0,chunks,9000,42,0.3298045960948625,0.8002159403456347,0.036176756686755865,-0.05061170019888275,-0.07420720300892986,-0.006944697240399096,0.044616133979270306
0,chunks,9000,43,0.3430727125033355,0.7990511531709013,0.028677319683043476,-0.05010451356630128,-0.07417761956283758,-0.007502208818372852,0.04423041071899296
0,chunks,9000,44,0.35636625298584146,0.7977520129753359,0.019534109114282522,-0.04959256797736717,-0.07378022404038254,-0.008234141101438698,0.045457261822406045
0,chunks,9000,45,0.3675661715309705,0.7918394660736733,0.011681840872560745,-0.04895225243119147,-0.07345892289855746,-0.008947767373429685,0.047674920022790154
0,chunks,9000,46,0.38720684654130394,0.7863593274688262,0.0044728464220445685,-0.048453899396514725,-0.07329143168774287,-0.01023336688472231,0.046739350996257756
0,chunks,9000,47,0.407115882764903,0.7780518605136442,-0.005963128345737381,-0.04785653944651741,-0.07317450240127221,-0.01146483078303448,0.05233268461357045
0,chunks,9000,48,0.43042954197068706,0.7718770858082197,-0.017905137593773053,-0.047409328787824626,-0.07306840670740664,-0.012837976125944305,0.0533841312625211
0,chunks,9000,49,0.4528339655061187,0.7634919363307203,-0.030720560614353687,-0.04656876523254938,-0.07320201585734887,-0.014174817606632958,0.05536032186790353
0,chunks,9001,0,0.07141939087435628,0.1292954857439537,-0.027419926602310705,-0.0009043448505591514,-0.010370691927259366,-0.03471819652360531,0.15117596493106525
0,chunks,9001,1,0.07111316214599381,0.12871202183902059,-0.025691095258323818,-0.0009281806443394816,-0.010512141164385737,-0.034844019752305264,0.14510025616822003
0,chunks,9001,2,0.0737518126704525,0.12897664377418094,-0.022030766696645207,-0.0010062171388116811,-0.010524753352383892,-0.034961441798272194,0.14094404087709198
0,chunks,9001,3,0.07442149686484012,0.12969907996523233,-0.018136445798367935,-0.0011970237909713142,-0.010445923489621145,-0.03519367199464188,0.1399861179702667
0,chunks,9001,4,0.07577912074995578,0.13006922676256172,-0.01404972270213084,-0.0013235485980315348,-0.010650894578066542,-0.035431742340721335,0.1430251734996991
0,chunks,9001,5,0.07627065585740499,0.13066868909848697,-0.008988305049320258,-0.0014644205804647842,-0.010807742267789185,-0.035804173967138204,0.14023052211423712
0,chunks,9001,6,0.07695295503312874,0.13214006592348343,-0.008252943278513579,-0.0009211839942126967,-0.010993267541151007,-0.03694125132052559,0.13930338323079194
0,chunks,9001,7,0.0770106264212339,0.13366505720867974,-0.010560517986257768,-0.0003376603270318357,-0.01103647036080394,-0.0384250960147908,0.14096011267960354
0,chunks,9001,8,0.07698030442100671,0.13461741451273954,-0.015859495228822282,0.0004288839584992831,-0.011446966792030689,-0.039783775325309925,0.13823086859312944
0,chunks,9001,9,0.07710903636688708,0.13520530051919688,-0.024870251532277697,0.0012576212103893444,-0.011760146608542181,-0.04107569539343499,0.14782613998786914
0,chunks,9001,10,0.07816207695598845,0.13512575902426419,-0.05524558599221812,0.0018900062042190246,-0.012040475490048906,-0.041812901363788756,0.1422075380483134
0,chunks,9001,11,0.07820355358812889,0.1336048236793194,-0.15612632309281105,0.001430646223682127,-0.012407393795021761,-0.040856324863870995,0.1369231647537435
0,chunks,9001,12,0.08030085912714126,0.1326578602124691,-0.2570495612680337,0.0009790519662413464,-0.01278169248495682,-0.04006519090602055,0.13520422062787807
0,chunks,9001,13,0.08192498436783405,0.13138219658773467,-0.3663027458297124,0.0006054360052674674,-0.012970587779446863,-0.039214606122804974,0.1334737919058575
0,chunks,9001,14,0.08263344569218317,0.12978860639640924,-0.48252855433653846,0.00018912145675605268,-0.013246511644817563,-0.03834457011005665,0.13506927017517528
0,chunks,9001,15,0.08303969142769667,0.12826770625927914,-0.5884754445663527,-0.0002506492314340214,-0.01357259117480952,-0.03759931318837803,0.12798447181098893
0,chunks,9001,16,0.08180940233808615,0.1282193430446393,-0.6346118074485934,-0.0004970119338048638,-0.01412601848204414,-0.03759690965021189,0.13214241881857286
0,chunks,9001,17,0.08283264909043013,0.12748551184436563,-0.6790901833828432,-0.0008069190461475929,-0.014846536544080993,-0.037812356058132504,0.13261550901629954
0,chunks,9001,18,0.08263792153902332,0.1275662468842161,-0.7232089690731053,-0.0009552497474342499,-0.015258375566962726,-0.03779239341425025,0.13065031296816024
0,chunks,9001,19,0.08256266275879592,0.1273259852360352,-0.7657596653763734,-0.001182827090642183,-0.01577109323177116,-0.03774468544914124,0.13410080590498785
0,chunks,9001,20,0.08172388499815708,0.12689681957895202,-0.804334230384928,-0.0013280747623629803,-0.015875224853334546,-0.0378313122648013,0.13839046284480025
0,chunks,9001,21,0.08239592561417913,0.12720687367817982,-0.81884389699668,-0.0013697757814070308,-0.016213422530483315,-0.037816674668195056,0.1326096580253806
0,chunks,9001,22,0.08345736264818486,0.12901390772524182,-0.831999982263025,-0.001433362375167992,-0.016331740838291545,-0.03781018363991278,0.1303116923954821
0,chunks,9001,23,0.08327545773212794,0.1293031469644288,-0.844044085879142,-0.001477699099847924,-0.0163818965029128,-0.03775856575911454,0.129536001327359
0,chunks,9001,24,0.08277421705664413,0.13044168319253435,-0.8558225577788233,-0.001498945668278483,-0.01656140139409838,-0.0376602867827518,0.13027434627208523
0,chunks,9001,25,0.08311990681894824,0.13174841419294542,-0.8683091954900708,-0.0015231427584004242,-0.016393550353243684,-0.03743991965086568,0.13331500456036507
0,chunks,9001,26,0.08292401685648612,0.13298160311004578,-0.8783384477684723,-0.0015165948969185158,-0.01662919840353493,-0.03738098461091288,0.13346718927630669
0,chunks,9001,27,0.08287194084120836,0.1350913961971332,-0.8944516398726359,-0.0015606214926306217,-0.016945831427689288,-0.03708071226521254,0.1252707321135494
0,chunks,9001,28,0.08144822880910359,0.1379871967054643,-0.9051882791470999,-0.0014898433440137255,-0.01703043404765445,-0.0368913315976315,0.12854097915884438
0,chunks,9001,29,0.08193478924865785,0.14050675242296287,-0.9186996155424836,-0.0015628837936150655,-0.017130025716816773,-0.036638344316712694,0.13195506920506814
0,chunks,9001,30,0.08118526660019582,0.14385908562273056,-0.931069152779784,-0.0015275697127094165,-0.017117095050214578,-0.0363564293420753,0.13054207700516632
0,chunks,9001,31,0.07910307466201127,0.15801841529018687,-0.9335851718941219,-0.00163109146523289,-0.016776927980695813,-0.03591782815695744,0.1340305350619112
0,chunks,9001,32,0.07586988361084124,0.17551709351535563,-0.9287404944237614,-0.001796739783706577,-0.016333880472831047,-0.03561943755379953,0.1307451962919286
0,chunks,9001,33,0.0730915451341673,0.1937007327336268,-0.9279280229643799,-0.0019354581470008459,-0.015949949558328014,-0.03517831863649946,0.13161479797500228
0,chunks,9001,34,0.06952429971679044,0.2136416362321235,-0.9225541403592644,-0.0020553631262538157,-0.01541119112893767,-0.034837100359866986,0.136140546819797
0,chunks,9001,35,0.06527476189501638,0.23622365394909467,-0.9153033123902645,-0.002271208981954323,-0.01466931638019302,-0.03438621648823519,0.14127049522054197
0,chunks,9001,36,0.05269092866094212,0.2682767287302821,-0.8969074676744746,-0.003019002573241795,-0.01421037250975042,-0.03417982801523575,0.1391131744428835
0,chunks,9001,37,0.040368450574277806,0.29947530280754064,-0.8756287261124317,-0.0037811823989662543,-0.013652496658552343,-0.03388525772097933,0.13834980435311867
0,chunks,9001,38,0.02549494292852765,0.33250375376202784,-0.853902833191915,-0.0045212266719644725,-0.013063822451234138,-0.033387546653396015,0.13978826383843082
0,chunks,9001,39,0.011786771551148073,0.362753491316695,-0.8333399899667964,-0.005313799136535881,-0.012480377386917988,-0.033119261745385695,0.13757602922660633
0,chunks,9001,40,-0.0018644755411541536,0.3918148947101684,-0.816966506595365,-0.005851820556568304,-0.0118240183752295,-0.032847551016893066,0.1403234305443452
0,chunks,9001,41,-0.0025110198556601987,0.4279220296455781,-0.7826751487086918,-0.005919681774288822,-0.011945551938557305,-0.032615134503970834,0.14118056386893674
0,chunks,9001,42,-0.0037556980141592172,0.4673061108079554,-0.7485372731059238,-0.0058448836668093754,-0.011717531898202096,-0.03235850858644884,0.1427114233229295
0,chunks,9001,43,-0.004341155934877244,0.5060411006988297,-0.7123113375080935,-0.005694241450117688,-0.011926767262808157,-0.032260602516382623,0.1403802363708518
0,chunks,9001,44,-0.0053100334493566825,0.5447749639396342,-0.6806389692712814,-0.005533892665441813,-0.011799588623905068,-0.0321440907442472,0.14351991383762705
0,chunks,9001,45,-0.002833226657538254,0.5831986885824557,-0.6474738898622967,-0.005279159996255425,-0.012076328877861364,-0.031960995664996064,0.1451697606346524
0,chunks,9001,46,-0.0005719827888771983,0.5895311097989065,-0.624135848849149,-0.005249070455744789,-0.012011462742138507,-0.03189690495645138,0.14567981376745381
0,chunks,9001,47,0.004404508850015171,0.6007725425335364,-0.605653221834377,-0.0051104236681852235,-0.011918951599571641,-0.03195045266148304,0.1456576477968189
0,chunks,9001,48,0.007289220352348372,0.6108338938187343,-0.5857290073222812,-0.005081202410666372,-0.012072720904609854,-0.03211447242260363,0.14197149404187132
0,chunks,9001,49,0.00908113003616215,0.6201019989559897,-0.564332497730145,-0.004956166535124229,-0.011840767883224981,-0.032186869653052216,0.1335595671379687
0,chunks,9002,0,0.03187615979991851,0.1985029378251823,0.019619751004848612,0.0006022913600282143,-0.023235482548134317,-0.03243979532930446,0.22842544109966006
0,chunks,9002,1,0.03143716115795149,0.20455373877354366,0.016725005037003665,0.0005286540879295971,-0.025498612305052997,-0.03168985098913815,0.20948173054169233
0,chunks,9002,2,0.03271638211021834,0.21128224790518263,0.013513420233355403,0.0001410436549302296,-0.02806906593476611,-0.030603158330451942,0.1915270879952336
0,chunks,9002,3,0.032501875514000536,0.2175149183410725,0.010554616690332239,-1.980547635494585e-05,-0.03041518488017984,-0.029504530484745693,0.1815644863796796
0,chunks,9002,4,0.031692268628077766,0.2240556853216938,0.005740758062046145,-0.0002720410995825035,-0.03281649130706586,-0.02856010116839456,0.16833296413994564
0,chunks,9002,5,0.03234036583346936,0.23281434746360632,0.00014288255510253034,-0.0005501760069392893,-0.03551219094014413,-0.027395816134506826,0.16020288698499396
0,chunks,9002,6,0.033695064505521566,0.24619807713983932,-0.0016026098776953657,-0.0017243117802280975,-0.03723692983599299,-0.025833633252447044,0.14188610199808227
0,chunks,9002,7,0.03486258565525434,0.26631373814729853,-0.001459252195338212,-0.00352700319671615,-0.038874322891463475,-0.02414764110887995,0.13374343858054935
0,chunks,9002,8,0.037598382144412884,0.28797423356430957,-0.0014960373204676997,-0.0057970128780225295,-0.04053893921749442,-0.022270242310116446,0.12716038111017633
0,chunks,9002,9,0.04116165279311325,0.3125759053212157,-0.002160047074458951,-0.008435011280958367,-0.04177600007308585,-0.02020590080405772,0.11906361186322659
0,chunks,9002,10,0.04525648160330689,0.33995412167655736,-0.0031629945541706284,-0.011545607171797086,-0.043670874737087015,-0.017739725307760832,0.11335858621901447
0,chunks,9002,11,0.0539843061998864,0.3752955852244845,-0.005248342602389711,-0.015305610777719634,-0.045909325183137326,-0.0142573738700453,0.10639407951195727
0,chunks,9002,12,0.06503018158054438,0.41168779079382267,-0.008807786741501504,-0.018862144782947385,-0.04847029361561067,-0.010460769242211336,0.10137033322849637
0,chunks,9002,13,0.07769231392046058,0.44666520553792355,-0.012247682700797423,-0.022213323415872455,-0.0512718451867209,-0.0065394713054154514,0.09280221286928199
0,chunks,9002,14,0.09251113181889017,0.48189603204898956,-0.01776396337631017,-0.025351514535397454,-0.05439397437043579,-0.0023376494847234808,0.08946585110040436
0,chunks,9002,15,0.10985485775573946,0.5129950384263235,-0.022551175388434423,-0.027787270573428054,-0.05792585324131573,0.0011787000795775993,0.08773824655000811
0,chunks,9002,16,0.13995839467489227,0.5306307736324918,-0.030207161262097652,-0.028009560393500343,-0.0630423268802773,0.0038393529026993847,0.08158832452577185
0,chunks,9002,17,0.17524634132843595,0.5454913162203083,-0.03782664015902558,-0.027946537812622935,-0.06830550283967238,0.006160946754219972,0.07931872956972454
0,chunks,9002,18,0.2162281429825068,0.555840047772078,-0.04543278879416272,-0.027605461567241772,-0.07348364670453832,0.008018757727737726,0.07698599696859744
0,chunks,9002,19,0.25968332062295135,0.5625197307063141,-0.0526458650723634,-0.02729872136380475,-0.07852768616951435,0.00990794419015121,0.07843957765462196
0,chunks,9002,20,0.3081887522193512,0.5646019490329415,-0.05806475904136607,-0.026713868126086764,-0.08351128579517474,0.011165415912220644,0.0825683433976732
0,chunks,9002,21,0.3926515708959271,0.532007990677899,-0.06235914772869328,-0.024813950887594617,-0.08351027208043812,0.011799744548128877,0.08812852385611405
0,chunks,9002,22,0.47571906294123617,0.500435256112437,-0.06836809874738627,-0.0230684075687647,-0.08357494089000995,0.012626605387908732,0.08776263796051396
0,chunks,9002,23,0.557981724142939,0.46774561700021106,-0.07603587115925262,-0.02126371789056456,-0.08351710498205975,0.01337633008216852,0.09200503377909394
0,chunks,9002,24,0.6374041118012541,0.4315834170426366,-0.08702128635746566,-0.01949435010508286,-0.08369459792033296,0.013753111325874784,0.09490305758346106
0,chunks,9002,25,0.7112554492370947,0.39426845689982437,-0.10050852119449413,-0.017804444079317184,-0.08393335482478784,0.01443919334552856,0.09106050404102828
0,chunks,9002,26,0.7614308705259231,0.3538260006618127,-0.1367646776153514,-0.016706351616466802,-0.08650133413933275,0.014000968071812912,0.09381973261371032
0,chunks,9002,27,0.8110606131803221,0.31095199415988495,-0.1780708267437286,-0.015473475698072935,-0.08954180511878693,0.013411233018757046,0.09074175030905218
0,chunks,9002,28,0.8563699967087095,0.2678429121208792,-0.22481071601164745,-0.014458136892848951,-0.0937095965298834,0.012756915512589659,0.09149474483809429
0,chunks,9002,29,0.8983470208517016,0.22442887407421183,-0.27375192730073616,-0.013365945473381335,-0.09788798164689153,0.011968436975400149,0.0910666645302074
0,chunks,9002,30,0.9346316526006984,0.182671462290279,-0.32752997227546965,-0.012461150068608543,-0.10268424524156895,0.010754234404149729,0.10060814217972273
0,chunks,9002,31,0.9282035510643738,0.14967543069155229,-0.3842748036521391,-0.010922438554698922,-0.1080411782066805,0.010294743909832545,0.10113906802257182
0,chunks,9002,32,0.9217872948352691,0.12141265672088661,-0.4364161122161967,-0.009478267161555646,-0.11303127024962349,0.010441292532876206,0.09376151009576267
0,chunks,9002,33,0.9116750138436216,0.09430387520897249,-0.4897925387245828,-0.008028209567473908,-0.11744862120465817,0.010739792412604518,0.09113289715788914
0,chunks,9002,34,0.9019302985132063,0.07020454855196895,-0.5358165018407378,-0.0066134207457836285,-0.12213307438537085,0.01170935971121246,0.09734967080632753
0,chunks,9002,35,0.8865600734380983,0.05214682656213146,-0.5791604217345107,-0.005156069262098386,-0.12547156202082965,0.013295373627746958,0.09764140976159233
0,chunks,9002,36,0.8666192932356995,0.047942478330151625,-0.6074105077590878,-0.0034341723005886027,-0.1279056613456172,0.017745937334597367,0.0929547218214962
0,chunks,9002,37,0.8426326905703553,0.04993250851481201,-0.6317228469673473,-0.0016531457751060988,-0.12956907436904092,0.022995754248479584,0.09261565910844634
0,chunks,9002,38,0.8169038887864053,0.05419358357780972,-0.6526275901985843,0.0002039639010600683,-0.13095712068328508,0.02905843148794089,0.09116997799706297
0,chunks,9002,39,0.789965782253779,0.06126528440385649,-0.6740640975298026,0.002070682497550527,-0.13218306549903566,0.035489252750983385,0.087559341817603
0,chunks,9002,40,0.7595204535992979,0.07415916071283657,-0.6876595459995843,0.003973336604654206,-0.1319526040312041,0.04159804907421996,0.0931032809863898
0,chunks,9002,41,0.7276900185024012,0.10714312307268982,-0.669809205914448,0.0046673657849942195,-0.12381650634027268,0.044314358640182294,0.08276960569487431
0,chunks,9002,42,0.6962989792986283,0.141446505329366,-0.650496417202425,0.005097633402923327,-0.11500745682983603,0.0457418603347448,0.07353830425412394
0,chunks,9002,43,0.6648065327086558,0.17883710594124397,-0.6298843973412165,0.0050040494480426715,-0.1049828937056714,0.04631665509509439,0.06917143118289601
0,chunks,9002,44,0.6305142238520609,0.2169459318895372,-0.6031413193162727,0.0046589657426994256,-0.09401737889579342,0.04533856859505739,0.06880499998083749
0,chunks,9002,45,0.5984494466864143,0.2580467460958765,-0.5740146208126177,0.0032245856757091244,-0.08198388078862723,0.0430301054162371,0.0720655641519921
0,chunks,9002,46,0.5714873967431575,0.30397204489890306,-0.5370521482670152,-0.0006217204943910403,-0.07086325988576637,0.03850796555576902,0.056819385094537225
0,chunks,9002,47,0.5420495331359744,0.3495283658040477,-0.49900247709310597,-0.004977088132142657,-0.060529792345029046,0.03401119097282419,0.05363821459612883
0,chunks,9002,48,0.515416118240587,0.3981561601296677,-0.460637469084722,-0.009937806423196109,-0.051269717159602046,0.02934483226579357,0.04490594225491197
0,chunks,9002,49,0.48421792641655287,0.44406331986656933,-0.4243330678248952,-0.015142014231875658,-0.04349938476985908,0.02457006682985472,0.025375069283317134
0,chunks,9003,0,0.038488856726043505,0.10237778056310781,0.0886002746115421,0.0009685216425982866,0.0029064407047254114,-0.03338376677682558,0.1843906181596071
0,chunks,9003,1,0.04247530819792331,0.10666835273324726,0.07974019129321061,0.0008646589044464604,0.0021271881269231616,-0.0328465372035111,0.1798166465382715
0,chunks,9003,2,0.0468069889819028,0.11102905182867308,0.06974515126729258,0.0005780559920235944,0.0013469169979590245,-0.032246710185986564,0.1662455310170417
0,chunks,9003,3,0.048230050966660144,0.11453672894838682,0.062017354431963545,0.0003549474939707484,0.0005076008547271488,-0.03198486166797332,0.16570063722294975
0,chunks,9003,4,0.05225138831285225,0.11919622268390469,0.051007684693778546,0.00020168285172492487,-0.0004945567600646312,-0.031397504473089546,0.15349346579638704
0,chunks,9003,5,0.053055532995369484,0.1243559877790403,0.039555814638536135,-8.561687439895098e-05,-0.0009801145114836513,-0.03081459483462141,0.14899056087079718
0,chunks,9003,6,0.053308329186038214,0.13706855440474533,0.02370288598680087,-0.00024149222447972284,-0.0022039080852740804,-0.029132147622998372,0.1434636588443335
0,chunks,9003,7,0.049798236021732105,0.15453755948369893,0.0009650057637618503,-0.0003768115703807122,-0.0035952238230008374,-0.027028962667222184,0.13938812680203583
0,chunks,9003,8,0.04488763841846814,0.17581203642052132,-0.025108290928011583,-0.0005226331173987114,-0.004672226569775314,-0.024915425941931177,0.14001226873100162
0,chunks,9003,9,0.04112201796179053,0.20142911563602228,-0.056099779710725675,-0.0007288618503714958,-0.006017135356107684,-0.02264819936972031,0.14468729706104552
0,chunks,9003,10,0.033643999675006475,0.2319684022586456,-0.09327139203390727,-0.0009463036594253243,-0.007481229621299214,-0.020307371749042097,0.14292286221768605
0,chunks,9003,11,0.02426092735221362,0.2750196308165636,-0.1567494519865686,-0.0011031765779995818,-0.009856272324398375,-0.018765462949090237,0.14916883186866953
0,chunks,9003,12,0.014662274049392618,0.31878950720467303,-0.22489187971306734,-0.0013267701896267853,-0.012539998903077925,-0.01749988290549648,0.14665673765675322
0,chunks,9003,13,0.006703563806051957,0.36299766455308724,-0.2973786168099376,-0.001688079030138158,-0.01570712618750602,-0.016171381412661414,0.14151620736311205
0,chunks,9003,14,-0.0009743079263264953,0.4078724748309684,-0.3735220874004918,-0.0020444383060647807,-0.01917287516474002,-0.015195434547873015,0.13398898860498312
0,chunks,9003,15,-0.007219240565640758,0.4518157708310824,-0.44813656236085325,-0.002330963100359731,-0.022853110897138373,-0.014388092689099557,0.13727973622551295
0,chunks,9003,16,-0.006867528836937503,0.47884069789076505,-0.5167589420952087,-0.0029752986053979817,-0.028964897641849452,-0.014876637637956994,0.12843716459956755
0,chunks,9003,17,-0.003067767351866549,0.5059800644312946,-0.5837852507141162,-0.003737867459399462,-0.035154407675221475,-0.01505829026647873,0.1306384341301737
0,chunks,9003,18,0.0011975905458039282,0.5307860823446231,-0.6482412456521432,-0.004585041370658948,-0.041202299438403936,-0.015441304645761107,0.12976662174524148
0,chunks,9003,19,0.007438207593006063,0.5532085030376346,-0.7103656894908481,-0.005510336534559422,-0.04699882090002705,-0.01592883987910797,0.13079529079604302
0,chunks,9003,20,0.013588124978370406,0.5734797262534908,-0.7653486733091424,-0.006590213412342381,-0.05249270595222753,-0.016322637670358277,0.13166054476546157
0,chunks,9003,21,0.027788255799662112,0.5876199732853887,-0.790525108318742,-0.008316661535984543,-0.05530702955519109,-0.016397743457200152,0.12824120798682692
0,chunks,9003,22,0.04430130925373585,0.5993893824090106,-0.8140546823161177,-0.010050617592900699,-0.05800342176436803,-0.016749091671909508,0.11983794703420977
0,chunks,9003,23,0.06386766218401269,0.6104079637598205,-0.8384586992350969,-0.011695915824082574,-0.06073475617883654,-0.01685424633008236,0.1179776561582642
0,chunks,9003,24,0.08447351305031936,0.6179974729579789,-0.8614678019572947,-0.013236952914660252,-0.06354046707567906,-0.0170745391539006,0.11509230704455267
0,chunks,9003,25,0.11035211463411139,0.6215612924589868,-0.8778172533074695,-0.014498313046036085,-0.06572453095228181,-0.017091402714246067,0.1084481899888469
0,chunks,9003,26,0.16368519508371204,0.6047938101291627,-0.8873750440577464,-0.014306280720449451,-0.06829212722194533,-0.01681651094478884,0.10732961906246488
0,chunks,9003,27,0.22162424018416776,0.5857352003835058,-0.8922693988313064,-0.013913497305019494,-0.07077126720798846,-0.016454980339248804,0.10782340142958746
